village,location,property_type,road_type,year,price_lakhs
chanapora,khah,commercial,front side road,2022,67.10579999999999
chanapora,khah,commercial,front side road,2023,72.474264
chanapora,khah,commercial,front side road,2024,78.27220512
chanapora,khah,commercial,front side road,2025,84.53398152960001
chanapora,khah,commercial,front side road,2026,91.29670005196803
chanapora,khah,commercial,front side road,2027,98.60043605612547
chanapora,khah,commercial,front side road,2028,106.48847094061553
chanapora,khah,commercial,front side road,2029,115.00754861586476
chanapora,khah,commercial,front side road,2030,124.20815250513394
chanapora,khah,commercial,front side road,2031,134.1448047055447
chanapora,pathan colony,residential,front side road,2021,48.478500000000004
chanapora,pathan colony,residential,front side road,2022,51.871995000000005
chanapora,pathan colony,residential,front side road,2023,55.50303465
chanapora,pathan colony,residential,front side road,2024,59.38824707550001
chanapora,pathan colony,residential,front side road,2025,63.545424370785
chanapora,pathan colony,residential,front side road,2026,67.99360407673997
chanapora,pathan colony,residential,front side road,2027,72.75315636211177
chanapora,pathan colony,residential,front side road,2028,77.8458773074596
chanapora,pathan colony,residential,front side road,2029,83.29508871898177
chanapora,pathan colony,residential,front side road,2030,89.1257449293105
chanapora,pathan colony,residential,front side road,2031,95.36454707436225
chanapora,pathan colony,commercial,front side road,2021,59.02824999999999
chanapora,pathan colony,commercial,front side road,2022,63.75050999999999
chanapora,pathan colony,commercial,front side road,2023,68.8505508
chanapora,pathan colony,commercial,front side road,2024,74.358594864
chanapora,pathan colony,commercial,front side road,2025,80.30728245312001
chanapora,pathan colony,commercial,front side road,2026,86.73186504936962
chanapora,pathan colony,commercial,front side road,2027,93.6704142533192
chanapora,pathan colony,commercial,front side road,2028,101.16404739358474
chanapora,pathan colony,commercial,front side road,2029,109.25717118507153
chanapora,pathan colony,commercial,front side road,2030,117.99774487987725
chanapora,pathan colony,commercial,front side road,2031,127.43756447026745
eidgah,soura,residential,front side road,2021,61.019999999999996
eidgah,soura,residential,front side road,2022,65.29140000000001
eidgah,soura,residential,front side road,2023,69.861798
eidgah,soura,residential,front side road,2024,74.75212386
eidgah,soura,residential,front side road,2025,79.98477253020002
eidgah,soura,residential,front side road,2026,85.58370660731403
eidgah,soura,residential,front side road,2027,91.574566069826
eidgah,soura,residential,front side road,2028,97.98478569471384
eidgah,soura,residential,front side road,2029,104.84372069334381
eidgah,soura,residential,front side road,2030,112.18278114187788
eidgah,soura,residential,front side road,2031,120.03557582180935
eidgah,soura,commercial,front side road,2021,87.72
eidgah,soura,commercial,front side road,2022,94.73760000000001
eidgah,soura,commercial,front side road,2023,102.316608
eidgah,soura,commercial,front side road,2024,110.50193664000001
eidgah,soura,commercial,front side road,2025,119.34209157120003
eidgah,soura,commercial,front side road,2026,128.88945889689603
eidgah,soura,commercial,front side road,2027,139.20061560864772
eidgah,soura,commercial,front side road,2028,150.33666485733957
eidgah,soura,commercial,front side road,2029,162.36359804592672
eidgah,soura,commercial,front side road,2030,175.35268588960088
eidgah,soura,commercial,front side road,2031,189.38090076076898
eidgah,nowshehra,residential,front side road,2021,61.019999999999996
eidgah,nowshehra,residential,front side road,2022,65.29140000000001
eidgah,nowshehra,residential,front side road,2023,69.861798
eidgah,nowshehra,residential,front side road,2024,74.75212386
eidgah,nowshehra,residential,front side road,2025,79.98477253020002
eidgah,nowshehra,residential,front side road,2026,85.58370660731403
eidgah,nowshehra,residential,front side road,2027,91.574566069826
eidgah,nowshehra,residential,front side road,2028,97.98478569471384
eidgah,nowshehra,residential,front side road,2029,104.84372069334381
eidgah,nowshehra,residential,front side road,2030,112.18278114187788
eidgah,nowshehra,residential,front side road,2031,120.03557582180935
eidgah,nowshehra,commercial,front side road,2021,87.72
eidgah,nowshehra,commercial,front side road,2022,94.73760000000001
eidgah,nowshehra,commercial,front side road,2023,102.316608
eidgah,nowshehra,commercial,front side road,2024,110.50193664000001
eidgah,nowshehra,commercial,front side road,2025,119.34209157120003
eidgah,nowshehra,commercial,front side road,2026,128.88945889689603
eidgah,nowshehra,commercial,front side road,2027,139.20061560864772
eidgah,nowshehra,commercial,front side road,2028,150.33666485733957
eidgah,nowshehra,commercial,front side road,2029,162.36359804592672
eidgah,nowshehra,commercial,front side road,2030,175.35268588960088
eidgah,nowshehra,commercial,front side road,2031,189.38090076076898
eidgah,alamgari bazar,residential,front side road,2021,61.019999999999996
eidgah,alamgari bazar,residential,front side road,2022,65.29140000000001
eidgah,alamgari bazar,residential,front side road,2023,69.861798
eidgah,alamgari bazar,residential,front side road,2024,74.75212386
eidgah,alamgari bazar,residential,front side road,2025,79.98477253020002
eidgah,alamgari bazar,residential,front side road,2026,85.58370660731403
eidgah,alamgari bazar,residential,front side road,2027,91.574566069826
eidgah,alamgari bazar,residential,front side road,2028,97.98478569471384
eidgah,alamgari bazar,residential,front side road,2029,104.84372069334381
eidgah,alamgari bazar,residential,front side road,2030,112.18278114187788
eidgah,alamgari bazar,residential,front side road,2031,120.03557582180935
eidgah,alamgari bazar,commercial,front side road,2021,87.72
eidgah,alamgari bazar,commercial,front side road,2022,94.73760000000001
eidgah,alamgari bazar,commercial,front side road,2023,102.316608
eidgah,alamgari bazar,commercial,front side road,2024,110.50193664000001
eidgah,alamgari bazar,commercial,front side road,2025,119.34209157120003
eidgah,alamgari bazar,commercial,front side road,2026,128.88945889689603
eidgah,alamgari bazar,commercial,front side road,2027,139.20061560864772
eidgah,alamgari bazar,commercial,front side road,2028,150.33666485733957
eidgah,alamgari bazar,commercial,front side road,2029,162.36359804592672
eidgah,alamgari bazar,commercial,front side road,2030,175.35268588960088
eidgah,alamgari bazar,commercial,front side road,2031,189.38090076076898
eidgah,zoonimar,residential,front side road,2021,61.019999999999996
eidgah,zoonimar,residential,front side road,2022,65.29140000000001
eidgah,zoonimar,residential,front side road,2023,69.861798
eidgah,zoonimar,residential,front side road,2024,74.75212386
eidgah,zoonimar,residential,front side road,2025,79.98477253020002
eidgah,zoonimar,residential,front side road,2026,85.58370660731403
eidgah,zoonimar,residential,front side road,2027,91.574566069826
eidgah,zoonimar,residential,front side road,2028,97.98478569471384
eidgah,zoonimar,residential,front side road,2029,104.84372069334381
eidgah,zoonimar,residential,front side road,2030,112.18278114187788
eidgah,zoonimar,residential,front side road,2031,120.03557582180935
eidgah,zoonimar,commercial,front side road,2021,87.72
eidgah,zoonimar,commercial,front side road,2022,94.73760000000001
eidgah,zoonimar,commercial,front side road,2023,102.316608
eidgah,zoonimar,commercial,front side road,2024,110.50193664000001
eidgah,zoonimar,commercial,front side road,2025,119.34209157120003
eidgah,zoonimar,commercial,front side road,2026,128.88945889689603
eidgah,zoonimar,commercial,front side road,2027,139.20061560864772
eidgah,zoonimar,commercial,front side road,2028,150.33666485733957
eidgah,zoonimar,commercial,front side road,2029,162.36359804592672
eidgah,zoonimar,commercial,front side road,2030,175.35268588960088
eidgah,zoonimar,commercial,front side road,2031,189.38090076076898
eidgah,lai bazar,residential,front side road,2021,61.019999999999996
eidgah,lai bazar,residential,front side road,2022,65.29140000000001
eidgah,lai bazar,residential,front side road,2023,69.861798
eidgah,lai bazar,residential,front side road,2024,74.75212386
eidgah,lai bazar,residential,front side road,2025,79.98477253020002
eidgah,lai bazar,residential,front side road,2026,85.58370660731403
eidgah,lai bazar,residential,front side road,2027,91.574566069826
eidgah,lai bazar,residential,front side road,2028,97.98478569471384
eidgah,lai bazar,residential,front side road,2029,104.84372069334381
eidgah,lai bazar,residential,front side road,2030,112.18278114187788
eidgah,lai bazar,residential,front side road,2031,120.03557582180935
eidgah,lai bazar,commercial,front side road,2021,87.72
eidgah,lai bazar,commercial,front side road,2022,94.73760000000001
eidgah,lai bazar,commercial,front side road,2023,102.316608
eidgah,lai bazar,commercial,front side road,2024,110.50193664000001
eidgah,lai bazar,commercial,front side road,2025,119.34209157120003
eidgah,lai bazar,commercial,front side road,2026,128.88945889689603
eidgah,lai bazar,commercial,front side road,2027,139.20061560864772
eidgah,lai bazar,commercial,front side road,2028,150.33666485733957
eidgah,lai bazar,commercial,front side road,2029,162.36359804592672
eidgah,lai bazar,commercial,front side road,2030,175.35268588960088
eidgah,lai bazar,commercial,front side road,2031,189.38090076076898
eidgah,zadibal,residential,front side road,2021,61.019999999999996
eidgah,zadibal,residential,front side road,2022,65.29140000000001
eidgah,zadibal,residential,front side road,2023,69.861798
eidgah,zadibal,residential,front side road,2024,74.75212386
eidgah,zadibal,residential,front side road,2025,79.98477253020002
eidgah,zadibal,residential,front side road,2026,85.58370660731403
eidgah,zadibal,residential,front side road,2027,91.574566069826
eidgah,zadibal,residential,front side road,2028,97.98478569471384
eidgah,zadibal,residential,front side road,2029,104.84372069334381
eidgah,zadibal,residential,front side road,2030,112.18278114187788
eidgah,zadibal,residential,front side road,2031,120.03557582180935
eidgah,zadibal,commercial,front side road,2021,87.72
eidgah,zadibal,commercial,front side road,2022,94.73760000000001
